LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,BILL_AMT1,PAY_AMT1,PAY_AMT2,default_payment_next_month
380000,male,graduate school,married,51,1 month(s) late,on time,0,0,0,1
600000,male,graduate school,married,53,2 month(s) late,2 month(s) late,467150,0,18000,1
260000,male,university,single,37,on time,on time,255691,14000,5022,0
200000,female,graduate school,single,26,on time,on time,156786,179,1443,0
80000,male,university,single,42,on time,on time,78129,2500,51432,0
40000,male,university,single,39,on time,on time,40034,2027,1207,0
130000,male,high school,single,39,1 month(s) late,2 month(s) late,71034,0,6000,0
50000,male,graduate school,single,32,on time,on time,23974,1800,1900,0
230000,female,university,married,41,on time,on time,819,18163,5654,0
70000,male,university,married,48,on time,on time,50927,2100,1217,1
180000,female,university,married,38,on time,on time,152510,5657,10372,0
80000,female,university,married,36,on time,on time,1689,8638,5723,0
290000,female,university,single,26,on time,on time,20807,80000,3000,0
230000,female,graduate school,single,28,on time,on time,30141,120093,8034,0
170000,female,high school,other,56,1 month(s) late,on time,0,0,1991,0
230000,male,graduate school,married,59,on time,on time,208459,7536,7277,1
220000,male,graduate school,single,38,on time,on time,212795,8909,7500,1
230000,male,university,single,32,on time,on time,28114,1610,1224,0
500000,male,university,married,38,on time,on time,59372,10026,7241,0
90000,female,graduate school,married,41,on time,on time,6160,3276,6246,0
390000,female,high school,single,35,on time,on time,355215,13802,16525,1
400000,female,university,single,41,on time,on time,366193,14020,13595,0
180000,male,university,married,34,on time,on time,2927,2790,1140,0
60000,male,high school,married,38,1 month(s) late,2 month(s) late,29295,1800,1500,0
120000,female,university,married,32,on time,on time,4158,2682,0,0
60000,female,university,single,29,on time,on time,27199,1900,1400,0
50000,male,graduate school,single,44,on time,on time,50893,1800,1500,0
70000,female,university,married,37,on time,on time,66759,2518,5950,0
500000,female,graduate school,married,38,on time,2 month(s) late,600,0,501,0
200000,male,graduate school,single,31,on time,on time,0,0,0,0
250000,female,university,married,40,on time,on time,44930,120041,4435,0
140000,male,university,single,26,on time,on time,131367,17000,0,1
70000,female,university,single,28,on time,on time,41264,2112,1200,0
90000,male,high school,married,48,1 month(s) late,2 month(s) late,77604,1700,4000,0
100000,female,university,married,43,on time,on time,2491,1709,574,0
190000,male,university,married,31,on time,on time,177554,7600,6303,0
230000,female,graduate school,married,42,on time,on time,6865,15111,13165,0
320000,male,university,married,39,on time,on time,93768,3317,3506,0
220000,female,university,married,36,on time,on time,396,1648,792,1
260000,female,graduate school,married,34,on time,on time,16426,6277,4663,0
90000,female,university,single,32,on time,on time,573,157,0,0
30000,female,university,married,43,2 month(s) late,2 month(s) late,28703,1300,2,0
260000,male,university,single,30,on time,on time,98560,4000,11900,0
170000,female,university,single,28,on time,on time,28304,4000,308,0
80000,female,graduate school,married,28,on time,on time,8574,1203,1047,1
50000,male,graduate school,married,41,on time,on time,508,1000,390,0
200000,female,high school,single,47,on time,on time,203183,7521,7000,0
20000,male,university,single,23,on time,on time,16440,7403,0,0
250000,female,graduate school,married,49,on time,on time,66,0,0,0
20000,male,graduate school,married,38,on time,on time,15912,1623,3916,0
30000,female,university,married,38,on time,on time,20344,2000,1500,0
90000,female,university,married,35,1 month(s) late,2 month(s) late,23132,0,6000,0
230000,female,other,single,46,on time,on time,221590,10000,9000,0
130000,female,graduate school,married,33,on time,on time,19161,2000,3000,1
30000,male,other,married,53,on time,on time,0,0,0,0
160000,male,graduate school,single,35,on time,on time,396,396,396,0
500000,female,university,single,43,on time,on time,3959,0,285138,0
180000,female,university,single,28,on time,on time,42238,2500,2000,0
80000,female,university,married,30,on time,on time,21507,1700,1400,0
120000,male,graduate school,single,26,on time,on time,884,0,0,0
130000,male,university,married,31,on time,on time,1261,1261,1261,0
120000,female,university,single,35,on time,on time,240,240,240,1
360000,male,graduate school,single,28,on time,on time,20223,53228,3997,0
50000,male,university,single,23,2 month(s) late,2 month(s) late,29509,2000,1500,1
20000,female,university,single,23,on time,on time,18355,2900,10,0
100000,male,high school,married,56,on time,on time,94265,2385,88678,0
70000,male,high school,married,32,on time,on time,68739,3060,3300,0
50000,male,university,married,47,on time,on time,13917,3000,5000,0
10000,female,university,single,22,1 month(s) late,2 month(s) late,10250,0,2126,0
290000,female,graduate school,married,34,on time,on time,93844,6000,7000,0
30000,female,graduate school,married,31,on time,on time,16496,1597,1606,0
410000,female,university,single,27,1 month(s) late,on time,-58,33049,16000,0
360000,male,graduate school,single,28,on time,on time,1210,390,75720,1
140000,female,university,married,42,on time,on time,111496,6022,3021,1
210000,female,graduate school,single,32,on time,on time,67374,3200,3200,0
220000,female,university,single,27,on time,on time,1692,13250,433,0
20000,male,university,single,27,1 month(s) late,2 month(s) late,18649,0,1594,0
620000,female,university,married,45,2 month(s) late,2 month(s) late,160837,0,6200,1
360000,male,graduate school,single,26,1 month(s) late,on time,-8,0,0,0
20000,female,university,single,21,on time,on time,18763,14410,0,0
50000,male,university,single,23,on time,on time,34549,2836,1200,0
50000,male,university,other,30,on time,on time,97538,2454,1588,0
10000,male,university,single,46,on time,on time,4073,2400,0,1
100000,female,high school,married,50,2 month(s) late,on time,53849,2050,7500,1
50000,male,graduate school,single,26,on time,on time,2411,3068,2440,0
60000,male,university,single,25,on time,on time,480,1675,2500,0
440000,female,graduate school,single,35,on time,on time,330759,13100,11000,0
120000,male,university,married,44,on time,on time,92007,5417,2847,0
50000,female,graduate school,single,52,on time,on time,3257,1000,0,0
110000,female,university,married,40,1 month(s) late,2 month(s) late,92638,600,7300,0
200000,female,graduate school,single,38,on time,on time,399,0,0,0
150000,female,graduate school,single,28,1 month(s) late,on time,0,0,0,0
30000,female,university,married,36,2 month(s) late,3 month(s) late,28778,0,1000,1
100000,female,graduate school,single,24,on time,on time,30092,1553,5000,0
360000,female,graduate school,married,34,on time,on time,12339,10000,13912,0
390000,female,graduate school,single,31,on time,on time,50620,5000,3000,0
220000,female,graduate school,married,41,1 month(s) late,on time,-65,0,0,1
160000,female,university,single,25,on time,on time,0,0,0,0
230000,female,graduate school,single,28,on time,on time,2403,7357,2566,0
120000,male,graduate school,single,27,on time,on time,52437,5024,5000,0
100000,male,high school,married,52,on time,on time,4657,1500,1000,1
190000,female,graduate school,single,41,on time,on time,28204,0,16500,1
50000,male,graduate school,married,56,on time,on time,50715,2500,1500,1
240000,female,graduate school,married,42,1 month(s) late,on time,0,6370,0,0
40000,female,university,single,24,on time,on time,35285,2000,1600,0
630000,female,university,married,47,on time,on time,37850,38187,1207,0
160000,female,graduate school,married,33,on time,on time,5233,5401,1829,0
110000,female,university,single,32,on time,on time,65299,11000,5800,0
20000,male,university,single,29,on time,on time,17208,2055,0,0
210000,female,high school,married,53,on time,on time,57192,2800,2753,0
270000,male,graduate school,single,34,on time,on time,5780,12006,5736,0
360000,female,university,single,52,on time,on time,640,2231,0,0
60000,female,university,married,42,on time,on time,631,2790,1758,0
360000,male,university,single,38,on time,on time,108351,8005,8004,0
390000,female,graduate school,single,45,2 month(s) late,2 month(s) late,834,1,1693,0
250000,female,high school,single,35,on time,on time,7244,8514,1751,0
90000,female,graduate school,single,24,on time,on time,13141,1600,1500,1
360000,male,graduate school,single,28,on time,on time,7071,1510,3575,0
50000,male,high school,single,26,on time,on time,35429,1537,1947,0
270000,female,graduate school,married,40,on time,on time,18751,1000,0,0
200000,female,graduate school,single,29,1 month(s) late,on time,55788,8394,4927,0
50000,female,university,single,23,on time,on time,49809,2040,2766,0
350000,male,graduate school,single,33,on time,on time,10900,10530,0,0
160000,female,university,single,60,on time,on time,3128,5156,1089,1
80000,female,high school,married,49,on time,on time,3367,4641,2290,0
290000,male,graduate school,married,53,2 month(s) late,on time,279610,13000,10200,1
270000,female,graduate school,single,28,on time,on time,475,475,5691,0
80000,male,graduate school,single,31,on time,on time,5994,13647,8314,0
50000,male,university,single,36,on time,on time,5197,1300,1100,0
30000,male,university,married,35,on time,on time,7797,2687,8765,0
30000,male,university,single,28,1 month(s) late,on time,0,780,0,1
90000,male,university,single,33,on time,on time,35785,15155,5485,0
160000,male,graduate school,single,26,on time,on time,1433,3757,30348,0
80000,female,high school,single,53,on time,on time,77766,4000,2374,0
50000,male,university,single,42,on time,on time,50300,2200,1600,0
20000,female,graduate school,single,25,on time,on time,14603,1600,1300,0
220000,male,graduate school,married,43,1 month(s) late,on time,0,0,0,1
210000,male,high school,single,25,on time,on time,8817,23776,0,1
130000,female,university,single,29,on time,on time,131575,6700,6000,0
260000,female,university,married,31,on time,on time,5841,23194,50000,0
230000,female,graduate school,married,30,on time,on time,30341,5000,5000,0
160000,male,graduate school,single,34,on time,on time,83255,4000,3924,0
50000,male,graduate school,married,35,on time,on time,34976,1127,1074,0
80000,male,university,married,32,on time,on time,48747,2145,1844,0
110000,male,high school,single,46,on time,on time,56700,2681,2724,0
200000,male,graduate school,married,43,on time,on time,144678,5090,5014,0
360000,male,university,single,29,on time,on time,268112,9429,8738,0
210000,female,high school,single,31,1 month(s) late,on time,0,0,0,0
80000,female,university,single,24,2 month(s) late,on time,79243,3249,3000,0
300000,female,university,married,36,on time,on time,-475,10000,0,1
310000,female,university,married,43,on time,on time,23396,1426,1379,0
30000,male,high school,married,59,on time,on time,390,390,390,1
170000,male,graduate school,married,53,on time,on time,17862,1323,1196,0
140000,female,university,single,28,2 month(s) late,2 month(s) late,26450,3007,0,0
180000,female,university,single,31,1 month(s) late,on time,0,0,0,0
50000,male,graduate school,single,34,1 month(s) late,2 month(s) late,22746,0,2700,0
50000,female,university,married,36,on time,on time,9214,1351,1500,0
110000,female,graduate school,single,24,on time,on time,40882,2000,5000,0
450000,female,high school,married,36,on time,on time,3996,9120,8528,0
200000,female,university,married,34,on time,on time,390,390,390,0
220000,male,graduate school,single,43,on time,on time,44177,1006,32906,0
360000,female,graduate school,single,29,on time,on time,3280,0,0,1
50000,male,university,married,37,on time,on time,48226,2000,1684,0
40000,male,university,single,23,2 month(s) late,2 month(s) late,36650,0,1435,0
190000,female,university,married,37,1 month(s) late,2 month(s) late,115049,6000,5000,0
150000,male,graduate school,single,33,on time,on time,21724,2100,1200,0
200000,female,graduate school,married,37,1 month(s) late,on time,0,0,0,0
270000,female,university,married,56,on time,on time,137807,5000,5000,0
60000,male,graduate school,single,25,on time,on time,58839,2018,1900,0
200000,female,university,married,39,on time,on time,80833,3315,3088,0
150000,female,university,married,39,on time,on time,36146,3000,3000,0
180000,female,university,single,28,on time,on time,340,0,1000,0
90000,female,graduate school,single,27,on time,on time,7624,0,0,0
360000,female,university,married,37,1 month(s) late,on time,0,0,0,0
90000,female,graduate school,single,24,on time,on time,491,0,0,0
20000,female,university,single,24,on time,on time,13168,1237,1249,0
70000,male,graduate school,married,46,on time,on time,60040,2600,1800,0
